movie_id,title,year,runtime,genres,director,top_cast,movie_keywords,overview,language,production_companies,production_countries,budget,revenue,vote_average,vote_count,popularity
406,Thinner,1996,97.0,"['Thriller', 'Horror']",Michael Corrente,"['Nicholas Turturro', 'Anthony DeSando', 'Libby Langdon']","['thriller', 'horror', 'murder', 'lawyer', 'boarding house']","In Providence's Italian neighborhood, Federal Hill, five young are immersed in drugs, crime and violence. Everything changes when one of the guys in the band know love.",en,"['New Line Cinema', 'Interscope Communications']",['United States'],,,5.0,2.0,0.100685
407,Spy Hard,1996,95.0,"['Horror', 'Mystery', 'Thriller']",John Carpenter,"['Sam Neill', 'Julie Carmen', 'Jürgen Prochnow']","['small town', 'paranoia', 'new hampshire', 'insanity', 'suspense', 'h.p. lovecraft', 'diner', 'author', 'disappearance', 'church', 'violence', 'gothic', 'crucifix', 'new england', 'insurance investigator', 'ghost town', 'publisher', 'horror novel']","With the disappearance of hack horror writer Sutter Cane, all Hell is breaking loose...literally! Author Cane, it seems, has a knack for description that really brings his evil creepy-crawlies to life. Insurance investigator John Trent is sent to investigate Cane's mysterious vanishing act and ends up in the sleepy little East Coast town of Hobb's End.",en,['New Line Cinema'],['United States of America'],8000000.0,8946600.0,7.1,307.0,8.497643
408,"Close Shave, A",1995,105.0,"['Drama', 'Romance']",John G. Avildsen,"['Luke Perry', 'Stephen Baldwin', 'Cynthia Geary']","['rodeo', 'independent film', 'cowboy', 'bull riding']","This film chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",en,['New Line Cinema'],['United States of America'],,,7.2,22.0,1.888534
409,Jack,1996,96.0,"['Crime', 'Drama']",Jeff Pollack,"['Duane Martin', 'Tupac Amaru Shakur', 'Bernie Mac']",['sport'],"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard.",en,['New Line Cinema'],['United States of America'],,,6.7,40.0,4.38154
410,Kingpin,1996,94.0,"['Comedy', 'Family', 'Fantasy']",Barry Sonnenfeld,"['Raúl Juliá', 'Anjelica Huston', 'Christopher Lloyd']","['jealousy', 'baby', 'brother sister relationship', 'butler', 'yuppie', 'ny', 'summer camp', 'guillotine', 'uncle']","Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" ny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",en,"['Paramount Pictures', 'Orion Pictures', 'Scott Rudin Productions']",['United States of America'],,48919043.0,6.5,537.0,17.555909
411,"Nutty Professor, The",1996,84.0,['Comedy'],Thomas Schlamme,['Martin Lawrence'],['stand-up comedy'],"Stand up comedy by Martin Lawrence, filmed in the Majestic Theater in New York City. Martin Lawrence talks about everything from racism, to relationships, to his childhood.",en,['HBO Independent Productions'],['United States of America'],,,4.5,4.0,0.394194
412,"Very Brady Sequel, A",1996,139.0,"['Drama', 'Romance']",Martin Scorsese,"['Daniel Day-Lewis', 'Michelle Pfeiffer', 'Winona Ryder']","['upper class', 'new york', 'lover', 'countess', 'lawyer', '19th century']","Tale of 19th century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.",en,['Columbia Pictures'],['United States of America'],34000000.0,32255440.0,7.0,172.0,8.013617
413,Tales from the Crypt Presents: Bordello of Blood,1996,92.0,"['Comedy', 'Crime', 'Music']",Michael Lehmann,"['Brendan Fraser', 'Steve Buscemi', 'Adam Sandler']","['radio station', 'heavy metal', 'rock band']",The Lone Rangers have heavy-metal dreams and a single demo tape they can't get anyone to play. The solution: Hijack an AM rock station and hold the deejays hostage until they agree to broadcast the band's tape.,en,"['Twentieth Century Fox Film Corporation', 'Island World', 'Robert Simonds Productions']",['United States of America'],,,5.8,222.0,7.09232
414,My Favorite Year,1982,107.0,"['Comedy', 'Family']",Paul Michael Glaser,"['Kevin Bacon', 'Charles Gitonga Maina', 'Yolanda Vazquez']",['sport'],"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team.",en,"['Hollywood Pictures', 'PolyGram Filmed Entertainment', 'Interscope Communications', 'Nomura Babcock & Brown', 'NBB Unit One Film Partners', 'Longview Entertainment']",['United States of America'],17080000.0,21011500.0,5.1,42.0,1.896273
415,"Apple Dumpling Gang, The",1975,105.0,"['Action', 'Comedy']",John Badham,"['Richard Dreyfuss', 'Emilio Estevez', ""Rosie O'Donnell""]","['staatsanwältin', 'cops', 'gangster', 'stakeout', 'police stakeout']","Chris and Bill are called upon for their excellent surveillance record to stakeout a lakeside home where a Mafia trial witness is believed to be heading or already hiding. Unlike their earlier _Stakeout_, this time they are accompanied by Gina Garret from the DA's office and her pet rottweiler 'Archie'; their cover, husband and wife with son Bill.",en,['Touchstone Pictures'],['United States of America'],,,4.9,58.0,12.967239
416,Old Yeller,1957,99.0,"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']",Jonathan Kaplan,"['Madeleine Stowe', 'Mary Stuart Masterson', 'Andie MacDowell']","['female nudity', 'revenge', 'wild west', 'blonde woman', 'fast draw', 'tough \xa0girl', 'gun fu', 'pistol duel', 'small western town']","Four former harlots try to leave the wild west (Colorado, to be exact) and head north to make a better life for themselves. Unfortunately someone from Cody's past won't let it happen that easily.",en,"['Twentieth Century Fox Film Corporation', 'Ruddy Morgan Organization, The']",['United States of America'],,15240435.0,4.6,61.0,14.644772
417,"Parent Trap, The",1961,100.0,"['Comedy', 'Drama', 'Romance']",Whit Stillman,"['Taylor Nichols', 'Chris Eigeman', 'Mira Sorvino']","['barcelona spain', 'navy', 'independent film']","During the 1980s, uptight Ted Boynton is a salesman working in the Barcelona office of a Chicago-based company. He receives an unexpected visit from his cousin Fred, a naval officer who has come to Spain on a public relations mission for a U.S. fleet. Not exactly friends in the past, Ted and Fred strike up relationships with women in the Spanish city and experience conflicts -- Ted with his employer, and Fred with the Barcelona community.",en,"['Fine Line Features', 'Castle Rock Entertainment', 'Barcelona Films']",['United States of America'],3200000.0,,6.6,20.0,1.632711
418,Cinderella,1950,122.0,"['Drama', 'Comedy', 'Fantasy']",Bill Forsyth,"['Robin Williams', 'Maudie Johnson', 'Max Johnson']","['success', 'medieval times', 'struggle']",One man must learn the meaning of courage across four lifetimes centuries apart.,en,"['Warner Bros.', 'Enigma Productions', 'BSB', 'NatWest Ventures', 'Fujisankei']","['Japan', 'United Kingdom']",40000000.0,,5.0,15.0,2.783872
419,Mary Poppins,1964,93.0,['Comedy'],Penelope Spheeris,"['Jim Varney', 'Diedrich Bader', 'Эрика Элениак']","['arkansas', 'oil', 'based on tv series', 'billionaire', 'hillbilly', 'beverly hills', 'woman director']","Jed Clampett and kin move from Arkansas to Beverly Hills when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife there are inevitably plenty of takers and con artists ready to make a fast buck",en,['Twentieth Century Fox Film Corporation'],['United States of America'],,,5.0,86.0,5.673735
420,Alice in Wonderland,1951,104.0,"['Action', 'Comedy', 'Crime']",John Landis,"['Eddie Murphy', 'Judge Reinhold', 'Héctor Elizondo']","['detective', 'undercover', 'security camera', 'carousel', 'investigation', 'weapon', 'sequel', 'rescue', 'counterfeit', 'shootout', 'dirty cop', 'gunfight', 'los angeles', 'explosion', 'violence', 'foot chase', 'framed', 'car chase', 'secret service', 'amusement park', 'roller coaster', 'beverly hills', 'buddy comedy']","Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.",en,"['Paramount Pictures', 'Eddie Murphy Productions']",['United States of America'],50000000.0,119208989.0,5.5,445.0,11.787784
421,William Shakespeare's Romeo and Juliet,1996,88.0,"['Action', 'Adventure', 'Drama', 'Family']",Caroline Thompson,"['Alan Cumming', 'Sean Bean', 'David Thewlis']","['horse', 'country life', 'woman director']","The fates of horses, and the people who own and command them, are revealed as Black Beauty narrates the circle of his life.",en,['Warner Bros.'],"['United Kingdom', 'United States of America']",,,6.6,68.0,8.398845
422,Aladdin and the King of Thieves,1996,106.0,"['Mystery', 'Crime', 'Drama', 'Thriller']",Michael Apted,"['Madeleine Stowe', 'Aidan Quinn', 'James Remar']","['killer', 'blindness']","Emma is an attractive girl in her 20s who has been blind for 20 years. A new type of eye operation partially restores her sight, but she is having problems: sometimes she doesn't ""remember"" what she's seen until later. One night she is awakened by a commotion upstairs. Peering out of her door, she sees a shadowy figure descending the stairs. Convinced that her neighbour has been murdered she approaches the police, only to find that she is unsure if it was just her new eyes playing tricks on her.",en,['New Line Cinema'],['United States of America'],,16668552.0,6.3,45.0,3.00282
423,E.T. the Extra-Terrestrial,1982,121.0,"['Drama', 'Action', 'Thriller']",Stephen Hopkins,"['Jeff Bridges', 'Tommy Lee Jones', 'Suzy Amis']","['terrorist', 'boston', 'fireworks', 'orchestra', 'anarchist', 'concert', 'computer', 'revenge', 'irish', 'wedding', 'explosion', 'violence', 'roulette wheel', 'capsized ship', 'belfast', 'bomb planting', 'headphones', 'flashback', 'bomb attack', 'blast', 'human bomb']",Blown Away tells the story of Jimmy Dove who works for the Boston bomb squad. Shortly after Dove leaves the force his partner is killed by a bomb that Dove thinks might have been made by someone he knows.,en,"['Trilogy Entertainment Group', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],,30156002.0,6.0,126.0,13.155071
424,Children of the Corn: The Gathering,1996,108.0,['Drama'],William Friedkin,"['Nick Nolte', ""Shaquille O'Neal"", 'Mary McDonnell']","['sport', 'basketball', 'drama']","Pete Bell, a college basketball coach is under a lot of pressure. His team aren't winning and he cannot attract new players. The stars of the future are secretly being paid by boosters. This practice is forbidden in the college game, but Pete is desperate and has pressures from all around.",en,['Paramount Pictures'],['United States of America'],,,5.7,41.0,6.131056
425,Bob Roberts,1992,101.0,"['Drama', 'Romance']",Tony Richardson,"['Jessica Lange', 'Tommy Lee Jones', 'Powers Boothe']","['mental disease', 'nuclear missile', 'history', 'nymphomaniac', 'dysfunctional marriage', 'independent film']","Hank Marshall is a tough, square-jawed, straitlaced Army engineer and nuclear science expert, assigned to help conduct weapons-testing in 1950's America. Hank has become a thorn in the side of the Army, though, for a couple of very different reasons. He is an outspoken opponent of atmospheric testing, though his superiors hold contrary views and want to squelch his concerns...and his reports. The other problem is his wife, Carly. She is voluptuous and volatile, wreaking havoc in his personal life and stirring up intrigue at each new Army base.",en,"['Orion Pictures Corporation', 'Heathrow Productions']",['United States of America'],,,6.1,28.0,4.993829
426,"Transformers: The Movie, The",1986,87.0,"['Horror', 'Science Fiction', 'Thriller']",Abel Ferrara,"['Gabrielle Anwar', 'Terry Kinney', 'Billy Wirth']","['distrust', 'military base', 'remake', 'alien', 'escape', 'soldier', 'alien invasion', 'alien infection', 'sleeping', 'doppelganger', 'emotionless']","When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.",en,"['Warner Bros.', 'Dorset Productions', 'Robert H. Solo Productions']",['United States of America'],13000000.0,428868.0,5.8,102.0,6.559693
427,To Kill a Mockingbird,1962,107.0,"['Drama', 'Romance']",Jennifer Chambers Lynch,"['Julian Sands', 'Sherilyn Fenn', 'Bill Paxton']","['obsession', 'dream', 'kidnapping', 'nudity', 'suspense', 'unrequited love', 'doctor', 'car accident', 'obsessive love', 'woman director', 'captivity']","A top surgeon is besotted with a beautiful woman who once ditched him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but an horrific accident leaves her at his mercy. The plot is bizarre and perhaps sick at times, ending abruptly and with a twist.",en,['Mainline Pictures'],['United States of America'],,1796389.0,4.5,59.0,4.304224
